tBodyAcc-mean()-X,tBodyAcc-mean()-Y,tBodyAcc-mean()-Z,tBodyAcc-std()-X,tBodyAcc-std()-Y,tBodyAcc-std()-Z,tBodyGyro-mean()-X,tBodyGyro-mean()-Y,tBodyGyro-mean()-Z,tBodyGyro-std()-X,tBodyGyro-std()-Y,tBodyGyro-std()-Z,tBodyAccJerk-mean()-X,tBodyAccJerk-mean()-Y,tBodyAccJerk-mean()-Z,tBodyAccJerk-std()-X,tBodyAccJerk-std()-Y,tBodyAccJerk-std()-Z,fBodyAcc-mean()-X,fBodyAcc-mean()-Y,fBodyAcc-mean()-Z,fBodyAcc-std()-X,fBodyAcc-std()-Y,fBodyAcc-std()-Z,fBodyGyro-mean()-X,fBodyGyro-mean()-Y,fBodyGyro-mean()-Z,fBodyGyro-std()-X,fBodyGyro-std()-Y,fBodyGyro-std()-Z,tBodyAccMag-mean(),tBodyAccMag-std(),tBodyGyroMag-mean(),tBodyGyroMag-std(),Activity
0.2643551,-0.0087924405,-0.10942267,-0.40668309,-0.081848089,0.021671735,-0.058915827,0.067287455,0.14377749,-0.62621004,0.045607807,-0.15681626,-0.23494318,-0.11608694,0.28811948,-0.45709386,-0.37305738,-0.47620583,-0.39950438,-0.21130769,-0.19279825,-0.40942327,-0.076661794,0.051621811,-0.51094653,-0.18105161,-0.31215948,-0.6628499,0.15656763,-0.18882892,-0.15999736,-0.39725974,-0.1205095,-0.18505997,WALKING
0.26921389,-0.022315415,-0.070667859,-0.46258483,-0.16837154,-0.030206643,-0.01277765,-0.025389085,0.050071962,-0.66225447,-0.013001357,-0.15990026,0.0037875992,-0.19889218,0.2793209,-0.50542751,-0.39543489,-0.52402962,-0.50791412,-0.22120611,-0.26658765,-0.4455845,-0.19339904,0.012439931,-0.55523506,-0.20199604,-0.28121253,-0.69632425,0.080628858,-0.20052424,-0.2203043,-0.47010797,-0.16734138,-0.22873914,WALKING
0.23889834,-0.071644824,-0.11930859,-0.34038639,-0.061008602,0.070348777,0.38521852,-0.16725492,-0.41341823,-0.65871078,0.093704758,-0.13955051,0.1626594,0.30352736,0.01880813,-0.42332242,-0.35761532,-0.49005476,-0.35835241,-0.17862364,-0.19755755,-0.33334074,-0.062214138,0.12013174,-0.52319431,-0.20292952,-0.23661662,-0.70273449,0.23449763,-0.18863174,-0.11183827,-0.30099233,0.044605801,-0.23450967,WALKING
0.21525546,-0.025242374,-0.11250196,-0.29534906,-0.0067227224,0.064045851,0.11275387,0.013126812,-0.091453343,-0.5961716,0.099106092,-0.10774276,0.0034183156,0.17548136,0.39515358,-0.3816154,-0.2583261,-0.45791438,-0.34977154,-0.087749721,-0.10849341,-0.27491736,-0.028153279,0.071784269,-0.45137495,-0.18221844,-0.11196965,-0.64267473,0.23386706,-0.18783626,-0.074983823,-0.28990045,-0.039872862,-0.21058729,WALKING
0.18136709,-0.0097628412,-0.067721834,-0.32446945,-0.0028521626,0.20240242,-0.039832579,-0.052105362,0.12874582,-0.60419058,0.028067626,-0.069505231,-0.035510039,-0.2486226,0.57664452,-0.38946004,-0.28591589,-0.4472319,-0.32541591,-0.076910723,0.012515155,-0.32401502,-0.02786573,0.20856789,-0.55404102,-0.17476705,-0.18675756,-0.62144768,0.128307,-0.11919001,-0.043663721,-0.29670543,-0.086898276,-0.26174006,WALKING
0.20790723,-0.031391427,-0.055537484,-0.36666873,-0.051983699,0.26070258,-0.084490807,-0.10958159,0.19187894,-0.63421126,0.0039269044,-0.06067626,0.36434452,-0.078535594,-0.14421216,-0.40643519,-0.36747611,-0.45405236,-0.37327576,-0.21798401,-0.1052148,-0.36396518,-0.032936966,0.3391309,-0.54073202,-0.18386839,-0.027946121,-0.66385449,0.097130239,-0.15742564,-0.051677069,-0.34359185,-0.12068554,-0.21549322,WALKING
0.30973203,-0.028173613,-0.07610262,-0.33561251,0.04230648,0.18516826,-0.10435341,-0.12985953,0.14038488,-0.55473242,0.032295283,-0.028701351,0.46944262,-0.12770825,-0.34681233,-0.41166017,-0.28661676,-0.39474998,-0.32232785,-0.096183513,-0.028913389,-0.34080726,0.044310737,0.20392157,-0.4416359,-0.12491231,-0.18394724,-0.59061656,0.11122434,-0.071743675,-0.045442375,-0.3012474,-0.086586866,-0.12835989,WALKING
0.3854361,-0.034277734,-0.07685238,-0.32386117,0.17276235,0.14510126,-0.031795435,-0.081388977,0.07020208,-0.55682262,0.044484096,-0.049479533,0.002803414,-0.073351425,-0.41660479,-0.40773384,-0.175499,-0.41185487,-0.35434961,0.028850343,0.0035764075,-0.31212375,0.16956289,0.13151985,-0.41641578,-0.027648057,-0.1080605,-0.60152815,0.079302001,-0.1178864,-0.018965199,-0.26983266,-0.10091047,-0.086942245,WALKING
0.32563204,-0.034125739,-0.097581296,-0.36620627,0.072639315,0.1325796,-0.0024026413,-0.065668684,0.060143773,-0.61347771,0.037253811,-0.094282707,-0.23040775,0.097102477,-0.080663689,-0.35718008,-0.22778893,-0.4387608,-0.33188921,-0.044595559,-0.11124096,-0.38015544,0.063296083,0.16827365,-0.47334037,-0.10685636,-0.025780101,-0.65854218,0.10978636,-0.20060009,-0.074727738,-0.29716174,-0.13243259,-0.10800822,WALKING
0.28070202,-0.0086174885,-0.11379971,-0.39231147,-0.073917883,0.056184031,-0.0025476936,-0.1969788,-0.015588227,-0.60540888,0.027849662,0.026595183,-0.079882513,0.25379954,0.13188096,-0.37649355,-0.34152483,-0.43268623,-0.35230196,-0.14018728,-0.10882557,-0.40873808,-0.098283925,0.060826542,-0.50079348,-0.13266375,-0.049863448,-0.63857533,0.10837709,-0.043340494,-0.14815953,-0.3454627,-0.088248293,-0.14991538,WALKING
0.22057783,-0.01071158,-0.11519451,-0.36307175,-0.0037004471,0.042685324,-0.0020713917,-0.222682,-0.0055985936,-0.59196917,0.029794319,-0.034873186,0.063042003,0.33261366,-0.071602358,-0.42947959,-0.32126205,-0.45166307,-0.39793986,-0.13122643,-0.17326193,-0.34973724,-0.00385737,0.071900797,-0.45081642,-0.16388058,-0.099952197,-0.63716554,0.12586137,-0.10260388,-0.11412076,-0.34480612,-0.083364536,-0.20432777,WALKING
0.19528723,0.0038671119,-0.14647585,-0.35658383,0.0395966,0.13999805,-0.016632662,-0.16249262,0.1093512,-0.59382237,0.033343376,-0.15889957,0.18151857,0.17584156,0.02305886,-0.40707285,-0.27735008,-0.42110422,-0.3897231,-0.095812456,-0.078827382,-0.34387818,0.040410154,0.16401498,-0.47779395,-0.14924236,-0.16704415,-0.63063843,0.12433202,-0.23300553,-0.073094121,-0.30078771,-0.1137961,-0.21063503,WALKING
0.288133,0.0021453031,-0.11774074,-0.35903156,0.030015003,0.090719575,-0.0062130332,-0.15388763,0.077631267,-0.62109685,0.016947426,-0.12556304,0.42233288,-0.099185252,-0.2656703,-0.35944969,-0.2454868,-0.47564809,-0.31887899,-0.13157481,-0.14274386,-0.37546597,0.042724123,0.12456502,-0.50904105,-0.20382712,-0.22569429,-0.65667439,0.12498096,-0.17502928,-0.093579689,-0.31184822,-0.12531903,-0.21828774,WALKING
0.39809058,0.0044048093,-0.13830394,-0.29066285,0.0021134855,0.12113997,-0.019931105,-0.086272996,0.093368667,-0.62589478,0.046079527,-0.10413666,0.15958851,-0.1470964,-0.43439949,-0.29367733,-0.23360494,-0.42314611,-0.27302364,-0.14437874,-0.10897145,-0.29766516,0.0099246895,0.15155598,-0.54555693,-0.067965638,-0.15401847,-0.65155213,0.10343802,-0.17021098,-0.063028823,-0.22437472,-0.10299084,-0.21291435,WALKING
0.31795322,-0.01618075,-0.17763773,-0.29702913,-0.055455437,0.18475988,-0.04111549,0.044409583,0.10633164,-0.62287544,0.086609029,-0.074014274,-0.26312133,-0.15992693,0.17007253,-0.3436937,-0.30604481,-0.35186873,-0.24331605,-0.13303943,-0.052490824,-0.31925952,-0.075521647,0.21410704,-0.53546236,-0.079458658,-0.11599959,-0.65067664,0.17001381,-0.14524007,-0.061867765,-0.22352137,-0.076793088,-0.16246234,WALKING
0.23294893,-0.033655961,-0.15757177,-0.36503347,-0.084697739,0.11769965,-0.055699831,0.1091653,0.11574393,-0.61444795,0.075441858,-0.067181208,0.040166671,0.066608379,0.2937599,-0.39432587,-0.32517205,-0.42618482,-0.38659933,-0.18544057,-0.077867957,-0.35663132,-0.092171302,0.13251322,-0.51423677,-0.20540417,-0.18174095,-0.64622356,0.20954725,-0.11781399,-0.10919798,-0.35092174,-0.079007855,-0.15761933,WALKING
0.3733024,-0.015929915,-0.034545768,-0.014511419,0.27516334,0.41226587,-0.063314569,0.024400632,0.030556288,-0.55056888,-0.1683143,0.075515739,-0.013836966,-0.025259496,0.089064018,-0.023152092,0.0041059513,-0.29059157,-0.151677,0.10722932,0.12251466,0.034619087,0.27667694,0.45004939,-0.47079239,-0.17341191,0.1614285,-0.57650553,-0.17105535,-0.052495623,0.15027293,0.3258882,-0.16315925,-0.22060722,WALKING_DOWNSTAIRS
0.25027328,-0.010878073,-0.10236632,-0.035055162,0.28805235,0.50965944,-0.41000317,0.11390276,0.4872916,-0.25023749,0.12098931,0.31540375,-0.018258351,0.26274686,-0.51640168,0.039917463,0.085229777,-0.039618542,-0.10875177,0.27338217,0.29881235,-0.0074763123,0.21422061,0.50344719,-0.13020348,0.10840895,0.44775701,-0.28988026,0.12086682,0.14875492,0.15342561,0.37181129,0.2332637,0.076733247,WALKING_DOWNSTAIRS
0.26719101,-0.059679025,-0.23013389,-0.063666212,0.30922269,0.65758294,-0.35358982,0.067367057,0.433783,-0.1794554,0.36284001,0.44623847,-0.030156548,0.18271165,0.0090836537,0.037073948,0.11577486,0.043084123,-0.0031862332,0.25924708,0.48954577,-0.088584206,0.25245138,0.61814365,-0.10857269,0.26214907,0.58052877,-0.20663248,0.41186395,0.2671173,0.16934343,0.46359589,0.42782163,0.04370683,WALKING_DOWNSTAIRS
0.32855831,0.0026224575,-0.12256545,-0.014440012,0.33741167,0.58403529,0.11435217,-0.060317756,-0.016139004,-0.46778278,0.19486446,0.27042226,-0.25600426,1.0,1.0,-0.048101923,-0.044005934,-0.11254466,0.014502513,0.41403172,0.44629011,-0.026043501,0.20916476,0.53430658,-0.33656529,0.33611114,0.485459,-0.50944942,0.090134877,0.075219088,0.19457893,0.41766576,0.11816915,-0.017708258,WALKING_DOWNSTAIRS
0.26833708,0.0066210238,-0.11455358,-0.010439799,0.44886088,0.56103177,-0.10236166,0.024294424,0.23757677,-0.14281064,0.26237886,0.33280447,0.7907057,-0.8184245,-0.17111198,-0.023394244,0.26386533,-0.080012838,0.18103811,0.62679093,0.41948818,-0.096802617,0.250193,0.51507663,-0.14106213,0.16463433,0.41195813,-0.1535701,0.31025318,0.18394484,0.21932858,0.42241645,0.29628556,0.086985014,WALKING_DOWNSTAIRS
0.27084308,-0.065540754,-0.089507595,0.037210993,0.53298011,0.55846862,0.086199468,-0.15580403,-0.2211869,-0.096419931,0.20906104,0.38671527,-0.23067678,-0.34056483,0.099677258,0.0015102827,0.44627684,-0.095284527,0.079838963,0.6294003,0.32127601,0.019935271,0.38043783,0.56158988,-0.087581775,0.21414593,0.50066151,-0.10939466,0.19732933,0.22043387,0.25209758,0.50551428,0.32833011,0.022789189,WALKING_DOWNSTAIRS
0.2852345,0.013752035,0.062714989,0.052507024,0.31146709,0.2706156,0.33414283,-0.42496034,-0.44451214,-0.56694778,-0.074507354,0.082146876,-0.46298758,0.60352287,-0.68714017,-0.021841182,0.1829887,-0.19433026,0.070877596,0.29407007,0.10159044,0.045268662,0.2376302,0.26144253,-0.5248862,-0.017236268,0.29436301,-0.58244252,-0.11831132,-0.096264748,0.16808895,0.35218802,7.447691e-05,-0.17012296,WALKING_DOWNSTAIRS
0.40596424,0.0063607345,-0.01984426,-0.0012645852,0.33886274,0.42576693,0.54407943,-0.31009147,-0.66184236,-0.50040713,-0.09280096,0.13036401,-0.053426216,-0.049350079,0.13002083,-0.042966358,0.0016373672,-0.21470308,-0.094820238,0.18340959,0.1689436,0.033318002,0.33105357,0.44766942,-0.39438729,-0.060421867,0.20561517,-0.53430817,-0.1198602,0.0012317665,0.20487895,0.26320496,0.16113403,-0.2240268,WALKING_DOWNSTAIRS
0.26092893,-0.045040056,-0.097534539,-0.010007807,0.48033013,0.484628,-0.050189784,-0.015590758,0.03433802,-0.25235517,0.11360409,0.53022549,-0.059484184,-0.080434693,0.34315484,0.046995375,0.21442378,-0.047227191,-0.052054385,0.46126697,0.30939493,0.0061014552,0.39644939,0.46232898,-0.20345854,0.099154615,0.59594346,-0.27313541,0.11453309,0.36812275,0.20923113,0.40339134,0.23603632,-0.041376956,WALKING_DOWNSTAIRS
0.15191489,-0.027360708,-0.16332765,0.007818846,0.61384348,0.90253247,-0.28391616,-0.085286364,0.3164447,-0.2442874,0.50741008,0.80003652,0.82823038,-0.055521725,-0.82279274,0.15223018,0.52488435,0.13528954,0.26577028,0.69088853,0.8072208,-0.11394285,0.46763824,0.80347837,-0.14121725,0.39546821,1.0,-0.27932704,0.56192343,0.56475638,0.31669488,0.69544936,0.48844898,0.34836483,WALKING_DOWNSTAIRS
0.2939157,0.031884774,-0.11632174,0.20471655,0.56270855,0.9313081,-0.032589353,-0.26012119,0.04368439,-0.27437683,0.51160275,0.67833061,0.19917223,0.16737451,-0.23257994,0.30564375,0.45511273,0.079120984,0.21906541,0.60780107,0.59654109,0.19898999,0.43820792,0.95432142,-0.10567876,0.44531294,0.93956728,-0.32808949,0.54040732,0.42965108,0.43908821,0.73664831,0.40553963,0.38286462,WALKING_DOWNSTAIRS
0.30796616,0.049374042,-0.12272764,0.13965198,0.29703923,0.71682432,-0.17465321,0.095061201,0.26785119,-0.1138017,0.25695138,0.36934174,-0.42759306,-0.070194544,0.2549805,0.17642705,0.073892353,0.11986013,0.22254245,0.297215,0.60479836,0.10536259,0.21459967,0.64221589,-0.16100628,0.26413417,0.64352963,-0.11393536,0.24359366,0.14110532,0.308588,0.54835847,0.35918741,-0.052009658,WALKING_DOWNSTAIRS
0.30434877,-0.071388095,-0.079403138,0.098513645,0.26912273,0.69121429,0.029744336,-0.045587201,-0.042259258,-0.10265032,0.083065828,0.37153166,-0.18688928,-0.15411759,0.43844492,0.1292467,0.14868678,0.050623487,0.11547199,0.29972765,0.55038792,0.091770671,0.17164832,0.63460019,-0.1553399,0.092621733,0.6358897,-0.1017377,0.069428305,0.14730552,0.27558126,0.50038556,0.26968739,-0.10727049,WALKING_DOWNSTAIRS
0.27672305,-0.064262676,-0.014757571,0.13246417,0.33628958,0.4504245,0.33251229,-0.46166671,-0.39521104,-0.53299613,0.025993518,0.2439029,0.54696698,-0.22019105,0.00050497365,0.19967727,0.28672936,-0.21565504,0.044157759,0.32986598,0.098626265,0.1654679,0.25491193,0.51258094,-0.44614957,0.021783376,0.48460714,-0.56109832,0.021407483,0.040228401,0.25187079,0.46246729,0.11371929,-0.18129555,WALKING_DOWNSTAIRS
0.34943569,-0.053951882,-0.055782411,0.11760517,0.64863988,0.66558846,-0.39305996,0.21624283,0.53466454,-0.44236269,0.097374649,0.54748911,-0.0062395907,-0.088927406,0.1083229,0.11589542,0.39251681,-0.056118721,0.02980063,0.59256116,0.321361,0.15036721,0.57333215,0.71096977,-0.32325751,0.065988393,0.62192655,-0.48045893,0.10855145,0.38080003,0.34205074,0.62806683,0.2341537,-0.031320833,WALKING_DOWNSTAIRS
0.32138425,-0.016799522,-0.0071882832,0.14285129,0.83209367,0.71734474,-0.50553895,0.26778623,0.48249704,-0.29078058,0.33287971,0.61619208,-0.032949282,0.57337451,0.56484432,0.27481018,0.66039069,0.15723011,0.093437887,0.82306174,0.66578329,0.16173447,0.72024361,0.60787602,-0.10888667,0.27428509,0.64387828,-0.34853611,0.35837642,0.45922688,0.38471972,0.77528512,0.41657267,0.24782225,WALKING_DOWNSTAIRS
0.28367153,-0.0075009039,-0.17235644,0.16140053,0.68286332,0.88859925,-0.50581901,0.034696168,0.56764458,-0.23662368,0.66218002,0.66191858,0.44368775,-0.12033885,-0.84281809,0.38443305,0.58257891,0.29883621,0.36650865,0.69444785,1.0,0.069914496,0.56936281,0.66075037,-0.04372773,0.54151452,0.88407805,-0.29789001,0.72079847,0.43019273,0.38691626,0.83898529,0.59016119,0.47432962,WALKING_DOWNSTAIRS
0.2795357,-0.0075537125,-0.17086894,0.14374145,0.55208503,0.73605972,0.016484251,-0.20167582,0.16303858,-0.33358172,0.4082399,0.46534711,-0.026200785,0.099584119,-0.21969327,0.25849782,0.43338286,0.10389491,0.1306995,0.47596921,0.49402229,0.14882714,0.49312903,0.72849205,-0.23753052,0.37438295,0.65672672,-0.36586228,0.41875883,0.2628329,0.33742918,0.68155752,0.23347304,0.42055604,WALKING_DOWNSTAIRS
0.24445261,0.00032073704,-0.11714159,0.064758298,0.69922094,0.70441341,-0.083705841,0.12449455,0.19194424,-0.072571945,0.29302787,0.41671161,-0.18311897,0.18420799,0.52650739,0.0190016,0.49569317,-0.033030416,0.15870622,0.77581548,0.53443811,0.025410771,0.54788099,0.6624458,-0.089604875,0.31680494,0.54449334,-0.079890734,0.26901457,0.24266284,0.30263992,0.70355871,0.35286453,0.17264872,WALKING_DOWNSTAIRS
0.30606613,-0.082030839,-0.13762575,0.12981078,0.81416036,0.79132128,0.03532564,0.029974199,-0.10637431,-0.021214041,0.33662727,0.61287482,-0.079700401,-0.15128492,0.51897182,0.065329888,0.56587871,-0.00040598698,0.086792124,0.68257883,0.48455474,0.14631,0.76609674,0.81104356,-0.086660705,0.29220527,0.82158435,-0.018527239,0.35387491,0.3907457,0.37651613,0.82565734,0.47008582,0.12622471,WALKING_DOWNSTAIRS
0.28614863,-0.040630078,-0.014627074,0.10482827,0.60328557,0.45674985,0.37948318,-0.38147928,-0.47181602,-0.53064561,0.0018997711,0.43416914,0.048352674,-0.070268641,0.069908982,0.092422154,0.52612057,-0.14979142,0.015611158,0.60499253,0.19907457,0.13807007,0.50030476,0.47688744,-0.41725775,-0.036497092,0.51004797,-0.56667484,0.017835541,0.27726124,0.25443025,0.61397378,0.149196,-0.061930719,WALKING_DOWNSTAIRS
0.047926064,-0.066885299,-0.081955744,-0.30674344,0.34979951,0.77402591,0.35854651,-0.36113954,-0.42326468,-0.47201198,0.49756491,0.42327034,0.1584796,0.092632086,-0.034394289,-0.41387238,-0.41697251,-0.30426632,-0.38616041,0.010025846,0.27398867,-0.27771574,0.41646974,0.87782622,-0.43070222,0.12119367,0.15802485,-0.48835248,0.67821307,0.36975283,0.21566906,0.014765155,0.3656803,0.28514523,WALKING_UPSTAIRS
0.22694147,-0.0082928729,-0.15522812,-0.16250974,0.33254357,0.7869669,0.158678,-0.36224623,-0.29279147,-0.49890219,0.61554496,0.51236536,0.31948805,-0.073441483,-0.50364059,-0.2984701,-0.26841455,-0.27722759,-0.15820976,0.059804181,0.43353734,-0.16414884,0.37464807,0.82847239,-0.47703435,0.32451656,0.33449384,-0.51008841,0.76027196,0.42795291,0.279937,0.042902435,0.38690336,0.35862334,WALKING_UPSTAIRS
0.44632964,-0.018016409,-0.21740038,-0.13735224,0.43513536,0.85950834,0.35155294,-0.34072497,-0.66362941,-0.44965101,0.69159643,0.80906365,-0.070495316,-0.2002838,-0.042595035,-0.22643756,-0.13895649,-0.19230281,-0.19470277,0.27196215,0.48815483,-0.11571444,0.42513448,0.90422088,-0.32433955,0.46216079,0.25137359,-0.48955115,0.80704837,0.79161115,0.33569941,0.12962651,0.58215078,0.44505545,WALKING_UPSTAIRS
0.34325655,0.0248745,-0.16720451,-0.2376959,0.39718498,0.74278072,0.21737798,-0.24374199,-0.33077371,-0.27331774,0.58907378,0.83692217,0.027525152,0.14674264,0.1221706,-0.28683344,-0.27268168,-0.18668947,-0.3344104,0.084122126,0.21631992,-0.20268256,0.45175505,0.85829881,-0.37979784,0.19295195,0.30316254,-0.25956655,0.7794102,0.812324,0.23514912,0.061279747,0.54415628,0.36347201,WALKING_UPSTAIRS
0.24042897,0.022120707,-0.14311181,-0.28522757,0.3433677,0.67935194,-0.083659491,0.0069369216,0.23485693,-0.40029647,0.48625846,0.53151222,0.25544222,-0.054131022,-0.030691306,-0.32619837,-0.4044827,-0.175433,-0.33310566,-0.079904738,0.28014816,-0.26712129,0.43910371,0.74763615,-0.40723448,0.11207563,0.23408458,-0.4058949,0.66583726,0.47691725,0.16969526,0.051509226,0.32843914,0.27499456,WALKING_UPSTAIRS
0.26507718,-0.068742106,-0.039409039,-0.26295387,0.45980019,0.75264857,0.087293263,-0.20930348,-0.05716164,-0.448141,0.51388656,0.56307788,0.074036984,-0.055412586,-0.0016514303,-0.35937039,-0.30507214,-0.2537143,-0.30930576,0.09555167,0.26611141,-0.24538197,0.53061694,0.85229205,-0.44827339,0.05338094,0.16230752,-0.45471671,0.72792255,0.53043881,0.23531349,0.095529092,0.34548673,0.27446274,WALKING_UPSTAIRS
0.22612105,-0.025172378,-0.084628668,-0.32823139,0.29784377,0.64551434,-0.13506278,0.1527136,0.5159227,-0.32409708,0.62267742,0.58799164,-0.085932618,-0.011749937,0.40866432,-0.42159645,-0.36526015,-0.42933074,-0.31033882,0.0096288186,0.19927725,-0.33533834,0.34764194,0.73504323,-0.36426226,0.28723799,0.19605228,-0.32325209,0.78757509,0.55135507,0.13713027,-0.021715102,0.44919232,0.4034501,WALKING_UPSTAIRS
0.15389471,0.013070376,-0.14152745,-0.4076001,0.088838167,0.50627453,-0.33473193,0.67109388,0.93735217,-0.43799646,0.57216743,0.51435417,-0.076476621,-0.137089,0.81830732,-0.42848579,-0.38516429,-0.36833883,-0.37173273,-0.094235539,0.23511615,-0.42226195,0.10735876,0.52936097,-0.47891666,0.23044334,0.17373785,-0.4356608,0.73926108,0.47168281,0.011716532,-0.13163034,0.4365386,0.49709585,WALKING_UPSTAIRS
0.2945636,-0.0083554678,-0.08659903,-0.37950963,0.078188465,0.54056009,-0.20518827,0.10729997,0.34103655,-0.48668864,0.28616942,0.35644768,0.12842928,-0.21247705,0.018087132,-0.41196841,-0.42932358,-0.34926416,-0.39692,-0.21761786,0.14615196,-0.37268077,0.1404752,0.61504231,-0.5146318,-0.0083692391,0.13303186,-0.48655915,0.4293425,0.29793041,0.0095084408,-0.036906768,0.15819818,0.16894063,WALKING_UPSTAIRS
0.21492501,-0.02195965,-0.021968474,-0.44825668,0.24371278,0.35370594,0.55633802,-0.59584134,-0.83573374,-0.57303633,0.19029801,0.0085994408,0.19915983,0.49786687,-0.46108752,-0.51658415,-0.44864612,-0.49583999,-0.46401621,0.12884667,0.033074757,-0.44204955,0.22300002,0.40860843,-0.51190015,-0.054594744,-0.12369509,-0.59356397,0.31080479,-0.043851519,-0.047549796,-0.048738625,0.26877571,-0.01293134,WALKING_UPSTAIRS
0.27875389,-0.058202936,-0.080986134,-0.29237998,0.37129127,0.80508428,0.42392564,-0.33567578,-0.51567391,-0.44343936,0.49456605,0.42472929,0.035773874,-0.22695663,-0.2086016,-0.37696023,-0.27609007,-0.29342834,-0.36315512,0.10611004,0.28202477,-0.26624685,0.40845203,0.91621088,-0.4186669,0.04223769,0.078539761,-0.45599207,0.70500759,0.39064874,0.22733758,0.038189997,0.40074467,0.29049462,WALKING_UPSTAIRS
0.33201286,-0.045004887,-0.20090248,-0.37565621,0.27639481,0.69051981,0.27535254,-0.025284863,-0.1041697,-0.50485314,0.61637286,0.56661232,-0.21268161,-0.063319948,0.78493817,-0.38473857,-0.35902818,-0.28587783,-0.30931769,0.012626028,0.32327249,-0.40374679,0.3177791,0.74446242,-0.43485139,0.29809843,0.096325067,-0.52841162,0.77358185,0.54891547,0.12011518,0.013263066,0.40062766,0.38883803,WALKING_UPSTAIRS
0.27914255,-0.033199933,-0.1248726,-0.38184947,0.4843461,0.60612619,0.47160232,-0.1242909,-0.55569972,-0.51005472,0.67744485,1.0,-0.070915001,0.077386582,0.80051974,-0.44853691,-0.30618387,-0.30643595,-0.35025202,0.072934125,0.29219456,-0.39467363,0.57097252,0.64197194,-0.43258481,0.3837768,0.28670857,-0.5356525,0.8238166,1.0,0.15263483,-0.030306635,0.59894701,0.57721216,WALKING_UPSTAIRS
0.26267934,0.0013988593,-0.10456185,-0.3252484,0.4601414,0.68155734,0.2846901,-0.27645359,-0.36860532,-0.30535884,0.61783601,0.96055982,-0.1045207,0.24728177,-0.15267958,-0.40472443,-0.30404825,-0.24406853,-0.37460923,0.057442402,0.21226664,-0.30663893,0.54470025,0.77821554,-0.31364765,0.2751702,0.32448804,-0.31179433,0.78583899,0.94811194,0.21230375,-0.074944562,0.54585208,0.57124216,WALKING_UPSTAIRS
0.15539158,-0.027897774,-0.17327541,-0.29449321,0.26632236,0.68976711,-0.040321277,-0.094452381,0.14704575,-0.42838474,0.48930382,0.46213181,-0.22737329,-0.21440614,0.076016298,-0.36156398,-0.38237595,-0.27168963,-0.26176511,0.009976065,0.2486863,-0.30769767,0.30530473,0.77473467,-0.41813516,0.18724735,0.13061763,-0.43763333,0.63815733,0.42158203,0.17208889,-0.040182333,0.31479154,0.21509858,WALKING_UPSTAIRS
0.064073197,-0.0051229331,-0.2715546,-0.23195174,0.59344427,0.83366631,0.027607281,-0.1443524,0.033936071,-0.34491532,0.82486178,0.48372646,0.28062056,-0.19901594,-0.027084342,-0.17587832,0.055934803,0.02622087,-0.18925224,0.39426096,0.53234175,-0.24939229,0.59029379,0.84778243,-0.22996712,0.67571606,0.35942865,-0.38241081,0.8982496,0.38657264,0.35323247,0.012606579,0.46989156,0.6352679,WALKING_UPSTAIRS
0.17665828,-0.038535202,-0.042978775,-0.32041683,0.51727508,1.0,-0.2244052,0.21706703,0.58343191,-0.20235617,0.93374095,0.52684182,0.53206532,-0.18627291,-0.049487516,-0.22753759,0.02662933,0.041758637,-0.19495867,0.35699654,0.70301282,-0.37662162,0.50100688,1.0,-0.038537797,0.79852494,0.48824165,-0.25490834,0.99901047,0.39965631,0.32053442,0.10482648,0.61273959,0.75494532,WALKING_UPSTAIRS
0.46358849,-0.097318255,0.1425371,-0.36433688,0.22559562,0.73163072,-0.36628559,0.21646974,0.66987595,-0.3973433,0.56308135,0.52182243,0.15018206,-0.23634196,-0.048860048,-0.44325726,-0.40663137,-0.27243912,-0.37658013,-0.017959743,0.29885013,-0.35947984,0.26157494,0.81079872,-0.41609731,0.33659651,0.57012038,-0.40030287,0.67688732,0.3665872,0.15527391,0.038991537,0.41071613,0.42922016,WALKING_UPSTAIRS
0.46004,0.0044608324,-0.057228607,-0.30303101,0.15244116,0.44796297,0.0083187264,-0.14279603,-0.22881688,-0.23475179,0.36118381,0.63329859,-0.17035805,0.32675878,-0.22137583,-0.41974703,-0.37063238,-0.30042125,-0.31426076,-0.036883749,0.15077126,-0.29856703,0.17012862,0.48672454,-0.18855536,0.071420019,0.4705874,-0.25503072,0.5032149,0.53382578,0.05968691,-0.099677115,0.35549263,0.25127989,WALKING_UPSTAIRS
0.17706121,-0.0097938344,-0.09888602,-0.24980751,0.35720695,0.85378198,0.53868085,-0.5773387,-0.82935879,-0.47460867,0.62672835,0.45680116,0.37373255,-0.19576509,-1.0,-0.32479731,-0.31922779,-0.24368729,-0.2116477,0.11764099,0.54078191,-0.26530732,0.38470097,0.8721958,-0.43612481,0.25567096,0.14085033,-0.49021526,0.80714145,0.41296476,0.26477381,0.040406102,0.54271132,0.42130439,WALKING_UPSTAIRS
0.33839018,-0.031976698,-0.13554534,-0.25968573,0.35705265,0.71812423,0.39425997,-0.491082,-0.55150063,-0.45818938,0.60280743,0.59571731,0.085470512,-0.073469332,-0.47495717,-0.32053296,-0.29177577,-0.18618804,-0.30010519,0.095849535,0.36431992,-0.24426491,0.39333751,0.76438576,-0.3975169,0.31730641,0.30471687,-0.47972209,0.74487757,0.53405296,0.21718675,-0.011310471,0.4879623,0.38338852,WALKING_UPSTAIRS
